년월,대여종류,대여소번호,대여소명,건수,운동량,탄소절감량,이동거리,이동시간,RNUM
202212,정기권,01651,1651. 상계동 우방유쉘아파트 앞,2,55.05,0.43,1880.37,15,76
202212,정기권,01652,1652. 파르코 앞,7,265.01,2.84,12256.05,93,77
202212,정기권,01653,1653. 노원역1번출구,22,651.61,6.44,27703.53,276,78
202212,정기권,01655,1655. 공릉1단지아파트,15,381.39,3.30,14282.19,100,79
202212,정기권,01656,1656. 중앙하이츠 아파트 입구,11,354.49,3.45,14905.62,111,80
202212,정기권,01657,1657. 노원구청 ,10,787.34,6.47,27841.15,155,81
202212,정기권,01659,1659. 중계동 을지중학교,4,101.81,0.95,4132.98,40,82
202212,정기권,01660,1660. 서울시립과학관,4,58.04,0.63,2748.23,46,83
202212,정기권,01715,1715. 서울특별시교육청도봉도서관,2,118.60,1.18,5095.54,78,85
202212,정기권,01716,1716. 창동역 1번출구 건너편,6,146.41,1.23,5358.32,39,86
202212,정기권,01717,1717. 시립창동운동장 입구,3,128.22,0.98,4210.88,29,87
202212,정기권,01720,1720. 도봉구청 옆(중랑천변),8,414.59,2.97,12765.14,111,88
202212,정기권,01721,1721. 창동역 2번출구 ,10,462.64,4.39,18905.45,168,89
202212,정기권,01839,1839. 수출의 다리 아래,1,46.29,0.48,2087.17,12,90
202212,정기권,01841,1841. 가산동 주민센터,2,76.74,0.42,1845.70,12,91
202212,정기권,01845,1845. 롯데캐슬골드파크1차 서문,12,364.24,3.82,16425.05,81,92
202212,정기권,02060,2060. 남성역3번출구 뒤,1,188.65,1.84,7940.00,47,93
202212,정기권,02362,2362. 신사동 가로수길 입구,2,94.12,0.85,3656.35,36,94
202212,정기권,02369,2369. KT선릉타워,1,63.80,0.60,2598.70,18,95
202212,정기권,02370,2370. 한티역 3번출구,2,111.08,0.98,4240.00,25,96
202212,정기권,02377,2377. 수서역 5번출구,12,620.19,5.23,22619.50,145,98
202212,정기권,03101,3101. 서대문구청,1,78.20,0.70,3038.23,21,99
202301,정기권,00303,303. 광화문역 1번출구 앞,2,171.54,1.68,7219.40,57,60
202301,정기권,00505,505. 자양사거리 광진아크로텔 앞,7,279.44,1.94,8353.90,137,14
202301,정기권,00514,514. 성수사거리 버스정류장 앞,1,51.22,0.46,1990.00,12,45
202301,정기권,00646,646. 장한평역 1번출구,1,50.55,0.46,1963.96,12,100
202301,정기권,00729,729. 서부식자재마트 건너편,5,270.12,2.08,8975.00,36,1
202301,정기권,00731,731. 서울시 도로환경관리센터,5,42.69,0.46,2013.86,22,2
202301,정기권,00733,733. 신정이펜하우스314동,4,203.58,1.89,8160.07,46,3
202301,정기권,00735,735. 영도초등학교,34,562.91,6.02,25975.58,137,4
202301,정기권,00736,736. 오솔길공원,2,59.70,0.55,2376.38,26,5
202301,정기권,00737,737. 장수공원,1,52.26,0.49,2094.65,12,6
202301,정기권,00739,739. 신월사거리,8,177.15,1.60,6882.26,56,7
202301,정기권,00740,740. 으뜸공원,1,42.23,0.38,1640.75,15,8
202301,정기권,00744,744. 신목동역 2번 출구,2,44.85,0.35,1510.00,8,9
202301,정기권,00745,745. 강서초등학교,1,36.56,0.33,1420.53,17,10
202301,정기권,00746,746. 목동2단지 상가,25,574.59,5.69,24533.03,221,11
202301,정기권,00747,747. 목동3단지 상가,2,61.01,0.55,2370.09,18,12
202301,정기권,00748,748. 목동운동장,6,142.98,1.76,7570.10,77,13
202301,정기권,00934,934. 신사동 성당,1,41.61,0.29,1250.81,23,15
202301,정기권,00946,946. 독바위역 ,4,127.67,1.09,4741.18,32,16
202301,정기권,00950,950. 구산역 2번 출구 예일여고 버스정류장,3,161.41,1.12,4801.28,26,17
202301,정기권,01023,1023. 한국종합기술사옥 앞,18,261.92,3.05,13116.61,242,18
202301,정기권,01025,1025. 상일초등학교,8,146.89,1.59,6868.94,52,19
202301,정기권,01030,1030. 미호 플랜트 앞,1,17.21,0.17,749.16,3,20
202301,정기권,01035,1035. 고덕역 4번출구,2,70.68,0.58,2470.00,27,21
202301,정기권,01044,1044. 굽은다리역,5,172.19,1.54,6649.73,64,22
202301,정기권,01150,1150. 송정역 1번출구,9,205.93,1.91,8236.42,55,23
202301,정기권,01151,1151. 마곡역1번출구,7,61.74,0.66,2860.09,19,24
202301,정기권,01152,1152. 마곡역교차로,17,236.33,2.40,10431.31,155,25
202301,정기권,01153,"1153. 발산역 1번, 9번 인근 대여소",15,639.86,6.04,26075.03,250,26
202301,정기권,01155,1155. 기쁜우리복지관,3,248.99,2.28,9805.14,52,27
202301,정기권,01157,1157. 강서구청,2,136.92,1.33,5740.00,33,28
202301,정기권,01158,1158. 가양역 8번출구,1,36.24,0.33,1408.03,8,81
202301,정기권,01160,1160. 양천향교역 7번출구앞,8,500.56,3.85,16587.62,123,82
202301,정기권,01161,1161. 강서면허시험장 앞,4,145.78,1.44,6209.51,31,83
202301,정기권,01162,1162. 공항초등학교건너편,7,148.96,1.57,6801.28,179,84
202301,정기권,01163,1163. 방화동강서기동대앞,7,305.92,2.59,11145.43,204,85
202301,정기권,01251,1251. 석촌역 2번출구,1,15.30,0.15,654.77,4,29
202301,정기권,01256,1256. 문정현대아파트 교차로,1,13.53,0.12,510.00,19,30
202301,정기권,01259,1259. 방이역 1번출구,6,609.83,5.19,22332.80,118,31
202301,정기권,01264,1264. 천호역 10번 출구 앞,1,21.38,0.17,750.00,3,32
202301,정기권,01265,1265. 문정동 근린공원,1,13.53,0.17,712.05,4,33
202301,정기권,01269,1269. 리센츠아파트 ,1,109.38,0.99,4249.45,30,34
202301,정기권,01274,1274. 영파여고 앞,2,110.24,1.15,4971.46,88,35
202301,정기권,01336,1336. 성북3교 위,5,113.33,1.46,6360.00,64,65
202301,정기권,01339,1339. 삼성전자서비스 성북센터,7,421.15,3.95,17043.32,95,66
202301,정기권,01343,1343. 한성대7번출구 앞,6,78.55,0.83,3556.18,26,67
202301,정기권,01344,1344. 아리랑시네센터 앞,2,31.79,0.37,1605.28,13,68
202301,정기권,01349,1349. 월계2교 버스정류장 앞,12,198.35,2.01,8561.65,78,69
202301,정기권,01351,1351. 안암2교 옆,1,5.46,0.05,230.00,2,70
202301,정기권,01442,1442. 중랑구 중소기업 창업센터,2,35.11,0.40,1728.73,13,36
202301,정기권,01446,1446. 중랑전화국 교차로,7,167.96,1.65,7150.36,77,37
202301,정기권,01448,1448. 코스트코 상봉점,4,124.95,1.24,5334.93,55,38
202301,정기권,01527,1527. 미아역 1번 출구 뒤,1,37.49,0.38,1632.11,11,39
202301,정기권,01529,1529. 미아동 한국전력공사,5,694.48,6.15,26463.04,143,40
202301,정기권,01531,1531. 미아사거리 1번 출구,1,53.80,0.54,2342.26,10,41
202301,정기권,01533,"1533. 번동 주공3, 4단지 교차로",1,22.99,0.31,1350.00,14,42
202301,정기권,01643,1643. 태릉입구역 8번출구,4,50.27,0.41,1795.09,21,43
202301,정기권,01650,1650. 중계근린공원내,14,579.31,5.30,22896.11,273,44
202301,정기권,01653,1653. 노원역1번출구,8,223.72,2.13,9200.85,94,46
202301,정기권,01655,1655. 공릉1단지아파트,8,200.46,1.89,8063.25,96,47
202301,정기권,01656,1656. 중앙하이츠 아파트 입구,2,26.41,0.30,1275.65,27,48
202301,정기권,01657,1657. 노원구청 ,9,526.17,3.31,14356.04,134,49
202301,정기권,01659,1659. 중계동 을지중학교,1,5.13,0.05,199.25,8,50
202301,정기권,01661,1661. 당현천근린공원,5,147.24,1.61,6929.38,572,90
202301,정기권,01662,1662. 노원역7번출구,9,309.27,3.05,13131.58,150,91
202301,정기권,01664,1664. 노해근린공원내,2,31.21,0.39,1691.00,36,92
202301,정기권,01665,1665. 양지근린공원앞,4,210.33,2.69,11556.70,57,93
202301,정기권,01667,1667. 중계중학교,7,162.48,1.28,5470.86,28,94
202301,정기권,01669,1669. 중계역 3번출구,8,255.88,2.79,12003.00,118,95
202301,정기권,01670,1670. 노원경찰서교차로,8,286.95,3.04,13138.03,125,96
202301,정기권,01671,1671. 인덕대학교,5,64.38,0.63,2710.00,10,97
202301,정기권,01674,1674. 서울북부고용센터앞,5,178.01,1.63,7034.22,130,98
202301,정기권,01716,1716. 창동역 1번출구 건너편,2,52.42,0.45,1918.42,13,51
202301,정기권,01717,1717. 시립창동운동장 입구,3,194.75,1.19,5122.93,101,52
202301,정기권,01720,1720. 도봉구청 옆(중랑천변),4,239.15,1.47,6290.68,32,53
202301,정기권,01721,1721. 창동역 2번출구 ,14,759.24,6.99,30079.14,201,54
202301,정기권,01722,1722. 창동청소년수련관,10,2493.30,15.23,65585.27,354,99
202301,정기권,01842,1842. 한울중학교,6,544.50,4.92,21154.21,139,55
202301,정기권,01958,1958. 강서수도사업소민원센터,2,42.59,0.40,1729.26,13,71
202301,정기권,01961,1961. 신도림테크노근린공원,12,527.48,4.83,20843.95,121,72
202301,정기권,01962,1962. 가리봉동주민센터,18,758.43,6.83,29465.34,129,73
202301,정기권,01964,1964. 원메디타운 앞,1,13.31,0.11,480.00,2,74
202301,정기권,01965,1965. 삼환로즈빌아파트 105동 옆,3,137.02,1.21,5226.09,142,75
202301,정기권,01973,1973. 오리로와 서해안도로 교차로 앞,2,31.94,0.32,1390.68,7,76
202301,정기권,01974,1974. 신도림2차e편한세상아파트 203동 앞,1,76.22,0.57,2467.53,14,77
202301,정기권,01977,1977. 천왕역 1번 출입구 앞,2,56.94,0.38,1634.19,8,78
202301,정기권,01985,1985. 구로도서관,4,156.62,1.50,6483.47,43,89
202301,정기권,02058,2058. 동작경찰서,1,14.83,0.18,780.00,6,56
202301,정기권,02059,2059. 보라매공원 정문,2,66.97,0.74,3160.21,28,57
202301,정기권,02061,2061. 한강 현대아파트 건너편,1,33.81,0.41,1778.68,10,58
202301,정기권,02167,2167. 낙성대역 1번출구,2,64.32,0.62,2706.95,14,86
202301,정기권,02170,2170. 조원동 강남힐병원,3,91.31,0.82,3532.53,29,88
202301,정기권,02381,2381. 언주역 6번출구앞,1,21.36,0.19,830.00,5,79
202301,정기권,02382,2382. 역삼동 sk뷰 501동앞,1,9.18,0.09,380.00,2,80
202301,정기권,03101,3101. 서대문구청,1,35.60,0.34,1450.00,11,59
202301,정기권,03507,3507. 어린이회관,4,115.53,1.04,4486.38,24,61
202301,정기권,03509,3509. 세종사이버대학교,6,225.46,2.03,8759.37,59,62
202301,정기권,03511,3511. 응봉역 1번출구,1,23.60,0.23,1010.00,51,63
202301,정기권,03513,3513. 상왕십리역 1번출구,13,313.32,3.36,14503.15,140,64
202301,정기권,03518,3518. 군자역 7번출구뒤,10,346.74,3.04,13169.41,94,87
202302,정기권,00108,108. 서교동 사거리,1,13.46,0.16,680.00,8,1
202302,정기권,00115,115. 마스타 빌딩 앞,1,25.31,0.18,760.97,6,79
202302,정기권,00400,400. 상암한화오벨리스크 1차 앞,4,138.21,1.45,6232.72,37,44
202302,정기권,00505,505. 자양사거리 광진아크로텔 앞,3,69.78,0.88,3771.32,29,16
202302,정기권,00510,510. 서울숲 남문 버스정류소 옆,2,205.69,2.12,9110.00,110,33
202302,정기권,00512,512. 뚝섬역 1번 출구 옆,1,27.86,0.33,1407.01,9,39
202302,정기권,00515,515. 광양중학교 앞,2,48.64,0.43,1889.77,11,59
202302,정기권,00516,516. 광진메디칼 앞,1,22.91,0.21,890.00,6,65
202302,정기권,00729,729. 서부식자재마트 건너편,13,458.60,3.95,16982.41,106,2
202302,정기권,00731,731. 서울시 도로환경관리센터,18,170.89,1.88,8065.05,75,3
202302,정기권,00733,733. 신정이펜하우스314동,12,476.48,4.44,19098.66,92,4
202302,정기권,00734,734. 신트리공원 입구,7,157.83,1.64,7018.24,45,5
202302,정기권,00735,735. 영도초등학교,33,515.28,5.81,24979.80,165,6
202302,정기권,00736,736. 오솔길공원,3,50.49,0.37,1593.93,21,7
202302,정기권,00737,737. 장수공원,2,47.25,0.42,1835.72,13,8
202302,정기권,00739,739. 신월사거리,1,34.75,0.31,1350.00,17,9
202302,정기권,00740,740. 으뜸공원,1,31.92,0.29,1240.23,10,10
202302,정기권,00743,743. 현대6차아파트 101동 옆,1,25.17,0.24,1042.06,9,11
202302,정기권,00744,744. 신목동역 2번 출구,2,44.82,0.39,1683.27,11,12
202302,정기권,00746,746. 목동2단지 상가,21,729.89,7.27,31385.24,229,13
202302,정기권,00747,747. 목동3단지 상가,4,163.90,1.59,6840.00,64,14
202302,정기권,00748,748. 목동운동장,6,207.09,2.33,10033.98,71,15
202302,정기권,00946,946. 독바위역 ,4,149.62,1.36,5830.77,38,17
202302,정기권,00949,949. 연신내역 1번 출구 ,2,139.79,0.98,4192.42,34,18
202302,정기권,00950,950. 구산역 2번 출구 예일여고 버스정류장,4,304.64,2.52,10858.76,125,19
202302,정기권,01028,1028. 포레스 주상복합 빌딩,2,26.94,0.27,1150.02,10,20
202302,정기권,01029,1029. 성내어울터,1,60.81,0.43,1850.00,10,21
202302,정기권,01034,1034. 고덕동 래미안 힐스테이트,7,501.82,4.05,17454.17,128,22
202302,정기권,01035,1035. 고덕역 4번출구,3,85.83,0.77,3334.65,24,23
202302,정기권,01036,1036. 고덕동 주양쇼핑,4,125.42,1.01,4303.69,28,24
202302,정기권,01041,1041. 묘곡초등학교,7,1017.83,7.84,33819.38,208,25
202302,정기권,01044,1044. 굽은다리역,7,243.52,2.27,9779.50,82,26
202302,정기권,01150,1150. 송정역 1번출구,11,450.23,4.10,17659.47,161,27
202302,정기권,01151,1151. 마곡역1번출구,8,127.25,1.24,5328.68,46,28
202302,정기권,01152,1152. 마곡역교차로,15,237.41,2.28,9855.37,83,29
202302,정기권,01153,"1153. 발산역 1번, 9번 인근 대여소",24,1247.83,10.63,45828.07,486,30
202302,정기권,01155,1155. 기쁜우리복지관,1,13.86,0.17,714.47,7,31
202302,정기권,01157,1157. 강서구청,2,117.88,1.09,4678.37,30,32
202302,정기권,01260,1260. 방이동 한양3차아파트 옆,3,106.39,1.06,4553.59,41,34
202302,정기권,01262,1262. 송파여성문화회관 앞,1,21.65,0.21,926.47,7,35
202302,정기권,01263,1263. 장지공영차고지,1,72.79,0.69,2964.61,17,36
202302,정기권,01264,1264. 천호역 10번 출구 앞,1,23.73,0.19,832.16,16,37
202302,정기권,01269,1269. 리센츠아파트 ,3,115.61,1.04,4491.46,35,38
202302,정기권,01336,1336. 성북3교 위,10,581.54,5.98,25753.66,185,80
202302,정기권,01337,1337. 돈암성당 옆,5,161.69,1.43,6195.15,34,81
202302,정기권,01339,1339. 삼성전자서비스 성북센터,5,201.33,1.98,8538.21,86,82
202302,정기권,01340,1340. 광운초등학교 앞,2,20.31,0.27,1130.46,8,83
202302,정기권,01343,1343. 한성대7번출구 앞,24,420.17,4.05,17363.62,151,84
202302,정기권,01344,1344. 아리랑시네센터 앞,13,493.94,4.61,19815.90,120,85
202302,정기권,01348,1348. 성북제일새마을금고 본점 앞,1,23.60,0.31,1324.31,9,86
202302,정기권,01349,1349. 월계2교 버스정류장 앞,3,83.49,0.86,3720.00,27,87
202302,정기권,01351,1351. 안암2교 옆,2,113.10,1.11,4760.00,35,88
202302,정기권,01442,1442. 중랑구 중소기업 창업센터,10,972.50,8.88,38240.94,345,40
202302,정기권,01444,1444. 면목4치안센터,1,27.01,0.36,1550.00,13,41
202302,정기권,01446,1446. 중랑전화국 교차로,8,481.66,4.82,20772.15,227,42
202302,정기권,01447,1447. 면목역 3번출구,5,217.89,2.47,10650.75,86,43
202302,정기권,01527,1527. 미아역 1번 출구 뒤,2,180.34,1.63,7028.39,59,45
202302,정기권,01529,1529. 미아동 한국전력공사,5,535.03,4.86,20970.56,146,46
202302,정기권,01531,1531. 미아사거리 1번 출구,6,289.21,2.25,9653.07,106,47
202302,정기권,01532,1532. 번3동 주민센터 교차로,1,240.00,1.65,7130.00,56,48
202302,정기권,01535,1535. 효성인텔리안 앞,4,181.28,1.36,5859.57,60,49
202302,정기권,01643,1643. 태릉입구역 8번출구,2,489.23,4.55,19610.00,86,50
202302,정기권,01646,1646. 삼육대 입구,4,265.78,2.19,9433.92,60,51
202302,정기권,01650,1650. 중계근린공원내,11,361.89,3.21,13869.79,107,52
202302,정기권,01653,1653. 노원역1번출구,12,363.93,3.67,15872.98,121,53
202302,정기권,01654,1654. 당고개입구 오거리,6,263.76,2.76,11917.57,68,54
202302,정기권,01655,1655. 공릉1단지아파트,9,252.99,2.21,9566.80,50,55
202302,정기권,01656,1656. 중앙하이츠 아파트 입구,3,494.77,5.81,25041.70,132,56
202302,정기권,01657,1657. 노원구청 ,4,54.20,0.54,2324.09,21,57
202302,정기권,01659,1659. 중계동 을지중학교,2,188.87,1.81,7789.17,80,58
202302,정기권,01714,1714. 도봉문화정보도서관 삼거리,1,12.46,0.11,456.08,3,60
202302,정기권,01716,1716. 창동역 1번출구 건너편,2,87.91,0.64,2775.09,41,61
202302,정기권,01717,1717. 시립창동운동장 입구,1,8.45,0.05,222.39,1,62
202302,정기권,01720,1720. 도봉구청 옆(중랑천변),11,1508.89,9.69,41781.44,249,63
202302,정기권,01721,1721. 창동역 2번출구 ,12,676.84,6.30,27141.55,206,64
202302,정기권,01842,1842. 한울중학교,6,424.84,3.82,16505.38,143,66
202302,정기권,01848,1848. 벽산 디지털밸리 5차,1,43.87,0.51,2215.75,9,67
202302,정기권,01957,1957. 구일고등학교 정문 ,6,111.00,1.08,4663.05,94,89
202302,정기권,01960,1960. 구로거리공원 동측(신도림역 방면),11,258.77,2.61,11262.05,80,90
202302,정기권,01961,1961. 신도림테크노근린공원,10,395.36,3.56,15319.08,163,91
202302,정기권,01962,1962. 가리봉동주민센터,17,676.20,6.09,26270.12,125,92
202302,정기권,01964,1964. 원메디타운 앞,2,150.12,1.63,7020.10,62,93
202302,정기권,01966,1966. 한마을아파트 정문상가,3,117.56,1.06,4567.09,30,94
202302,정기권,01973,1973. 오리로와 서해안도로 교차로 앞,2,84.86,1.08,4658.39,21,95
202302,정기권,01974,1974. 신도림2차e편한세상아파트 203동 앞,1,63.06,0.57,2450.00,49,96
202302,정기권,01975,1975. 대림역 1번 출입구 밑,2,22.39,0.20,870.00,9,97
202302,정기권,01977,1977. 천왕역 1번 출입구 앞,10,287.92,1.91,8262.45,40,98
202302,정기권,01981,1981. 천왕지구삼거리 앞,6,172.28,1.14,4943.89,25,99
202302,정기권,02059,2059. 보라매공원 정문,4,205.45,1.98,8547.96,66,68
202302,정기권,02060,2060. 남성역3번출구 뒤,1,16.55,0.22,950.00,7,69
202302,정기권,02268,2268. 서초4동주민센터 ,1,73.87,0.67,2870.00,23,70
202302,정기권,02364,2364. 도산공원교차로,1,69.76,0.63,2710.00,44,71
202302,정기권,02370,2370. 한티역 3번출구,2,15.00,0.14,582.67,15,72
202302,정기권,02381,2381. 언주역 6번출구앞,1,15.33,0.15,645.04,6,100
202302,정기권,03102,3102. 연희삼거리,1,38.82,0.35,1508.04,15,73
202302,정기권,03506,3506. 영동대교 북단,1,29.55,0.32,1381.96,19,74
202302,정기권,03507,3507. 어린이회관,2,96.93,0.82,3547.66,43,75
202302,정기권,03509,3509. 세종사이버대학교,2,24.08,0.21,935.26,8,76
202302,정기권,03513,3513. 상왕십리역 1번출구,1,29.13,0.32,1362.21,7,77
202302,정기권,03515,3515. 서울숲 관리사무소,1,65.46,0.66,2850.00,26,78
202303,정기권,00109,109. 제일빌딩 앞,3,201.54,2.00,8626.37,63,57
202303,정기권,00302,302. 경복궁역 4번출구 뒤,2,69.93,0.54,2307.70,34,91
202303,정기권,00400,400. 상암한화오벨리스크 1차 앞,5,237.60,2.45,10547.33,77,58
202303,정기권,00505,505. 자양사거리 광진아크로텔 앞,5,236.38,2.01,8695.55,282,17
202303,정기권,00509,509. 이마트 버스정류소 옆,1,25.85,0.22,945.95,9,31
202303,정기권,00511,511. 서울숲역 5번 출구 옆,6,448.16,3.67,15872.72,215,46
202303,정기권,00514,514. 성수사거리 버스정류장 앞,4,351.37,3.55,15298.55,12,68
202303,정기권,00515,515. 광양중학교 앞,1,43.24,0.39,1680.00,13,76
202303,정기권,00516,516. 광진메디칼 앞,1,37.10,0.33,1441.21,12,82
202303,정기권,00729,729. 서부식자재마트 건너편,23,1290.80,10.55,45500.42,273,1
202303,정기권,00731,731. 서울시 도로환경관리센터,25,648.53,6.55,28278.36,189,2
202303,정기권,00733,733. 신정이펜하우스314동,36,1367.76,11.91,51722.59,242,3
202303,정기권,00734,734. 신트리공원 입구,2,75.35,0.90,3848.23,36,4
202303,정기권,00735,735. 영도초등학교,48,809.75,9.25,39923.92,584,5
202303,정기권,00736,736. 오솔길공원,1,94.76,0.85,3681.34,40,6
202303,정기권,00737,737. 장수공원,2,117.01,1.14,4924.84,53,7
202303,정기권,00739,739. 신월사거리,3,77.81,0.88,3800.69,25,8
202303,정기권,00740,740. 으뜸공원,1,65.38,0.59,2540.00,9,9
202303,정기권,00741,741. 화곡로 입구 교차로,2,50.34,0.56,2398.49,24,10
202303,정기권,00742,742. 등촌역 5번 출구 뒤,4,101.23,0.99,4210.73,34,11
202303,정기권,00744,744. 신목동역 2번 출구,14,464.19,4.38,18780.04,155,12
202303,정기권,00745,745. 강서초등학교,4,191.21,2.16,9263.00,62,13
202303,정기권,00746,746. 목동2단지 상가,70,2899.89,28.72,123635.63,886,14
202303,정기권,00747,747. 목동3단지 상가,3,78.29,0.78,3369.62,29,15
202303,정기권,00748,748. 목동운동장,2,4.22,0.05,206.36,5,16
202303,정기권,00934,934. 신사동 성당,5,288.64,2.60,11200.00,124,18
202303,정기권,00939,939. 은평구청 교차로,1,52.17,0.49,2124.69,61,19
202303,정기권,00941,941. 은평뉴타운 도서관,2,31.92,0.34,1439.39,8,20
202303,정기권,00945,945. 기자촌 사거리 A,1,44.48,0.27,1170.00,4,21
202303,정기권,00946,946. 독바위역 ,2,92.06,1.00,4293.37,42,22
202303,정기권,00949,949. 연신내역 1번 출구 ,1,24.55,0.29,1240.00,18,23
202303,정기권,00950,950. 구산역 2번 출구 예일여고 버스정류장,11,441.75,5.01,21603.80,184,24
202303,정기권,01024,1024.  강동구청 앞,2,55.24,0.59,2536.60,23,25
202303,정기권,01029,1029. 성내어울터,17,800.30,7.32,31519.27,204,26
202303,정기권,01033,1033. 고덕동 아남아파트,1,68.73,0.62,2670.00,24,27
202303,정기권,01035,1035. 고덕역 4번출구,4,132.08,1.10,4723.24,210,28
202303,정기권,01036,1036. 고덕동 주양쇼핑,15,730.26,5.58,24012.56,181,29
202303,정기권,01041,1041. 묘곡초등학교,5,399.73,3.08,13281.82,79,30
202303,정기권,01044,1044. 굽은다리역,13,572.65,5.22,22444.89,174,32
202303,정기권,01150,1150. 송정역 1번출구,9,285.97,2.97,12824.61,174,33
202303,정기권,01151,1151. 마곡역1번출구,9,156.81,1.41,6058.34,78,34
202303,정기권,01152,1152. 마곡역교차로,28,455.59,3.89,16847.88,130,35
202303,정기권,01153,"1153. 발산역 1번, 9번 인근 대여소",12,966.02,7.74,33364.70,298,36
202303,정기권,01155,1155. 기쁜우리복지관,25,1414.64,13.74,59143.42,322,37
202303,정기권,01157,1157. 강서구청,1,40.65,0.50,2138.37,15,38
202303,정기권,01251,1251. 석촌역 2번출구,8,234.82,2.12,9152.09,49,39
202303,정기권,01253,1253. 오금역 3번 출구 뒤,3,102.52,1.00,4339.20,39,40
202303,정기권,01256,1256. 문정현대아파트 교차로,5,334.51,3.52,15173.45,158,41
202303,정기권,01257,1257. 가락시장역 사거리,1,64.55,0.69,2963.55,55,42
202303,정기권,01258,1258. 가락미륭아파트 앞,1,35.75,0.24,1037.81,4,43
202303,정기권,01259,1259. 방이역 1번출구,5,217.16,1.93,8332.41,61,44
202303,정기권,01260,1260. 방이동 한양3차아파트 옆,9,398.09,4.53,19512.20,116,45
202303,정기권,01262,1262. 송파여성문화회관 앞,2,43.69,0.43,1870.00,12,47
202303,정기권,01264,1264. 천호역 10번 출구 앞,10,326.60,3.39,14541.24,116,48
202303,정기권,01265,1265. 문정동 근린공원,1,42.33,0.39,1696.85,18,49
202303,정기권,01269,1269. 리센츠아파트 ,1,37.07,0.33,1440.00,27,50
202303,정기권,01271,1271. 송파도서관,8,559.31,4.73,20373.74,465,51
202303,정기권,01274,1274. 영파여고 앞,5,330.27,3.00,12909.78,95,52
202303,정기권,01442,1442. 중랑구 중소기업 창업센터,30,2004.11,16.44,70930.57,745,53
202303,정기권,01446,1446. 중랑전화국 교차로,5,378.06,3.54,15282.27,121,54
202303,정기권,01447,1447. 면목역 3번출구,5,236.25,2.50,10842.04,93,55
202303,정기권,01448,1448. 코스트코 상봉점,5,209.94,2.05,11020.39,97,56
202303,정기권,01526,1526. 강북종합시장 앞,1,42.70,0.49,2114.04,18,59
202303,정기권,01527,1527. 미아역 1번 출구 뒤,19,2528.75,17.00,73262.85,342,60
202303,정기권,01529,1529. 미아동 한국전력공사,2,200.76,2.36,10139.26,84,61
202303,정기권,01531,1531. 미아사거리 1번 출구,35,1449.66,13.90,59892.17,446,62
202303,정기권,01532,1532. 번3동 주민센터 교차로,7,566.68,4.42,19080.32,118,63
202303,정기권,01535,1535. 효성인텔리안 앞,7,457.32,3.74,16119.09,136,64
202303,정기권,01643,1643. 태릉입구역 8번출구,4,189.94,1.67,7194.87,49,65
202303,정기권,01646,1646. 삼육대 입구,4,470.27,4.24,18270.00,84,66
202303,정기권,01650,1650. 중계근린공원내,24,1153.49,10.57,45522.88,284,67
202303,정기권,01653,1653. 노원역1번출구,19,826.48,7.48,32282.84,336,69
202303,정기권,01654,1654. 당고개입구 오거리,8,301.05,3.20,13821.91,122,70
202303,정기권,01655,1655. 공릉1단지아파트,39,999.90,6.97,29955.76,216,71
202303,정기권,01656,1656. 중앙하이츠 아파트 입구,12,525.31,5.76,24779.61,175,72
202303,정기권,01657,1657. 노원구청 ,3,51.51,0.48,2083.59,16,73
202303,정기권,01659,1659. 중계동 을지중학교,12,268.32,2.71,11665.31,94,74
202303,정기권,01660,1660. 서울시립과학관,2,1.65,0.97,4160.80,27,75
202303,정기권,01715,1715. 서울특별시교육청도봉도서관,2,210.83,1.83,7885.00,40,77
202303,정기권,01716,1716. 창동역 1번출구 건너편,7,229.18,2.26,9703.77,97,78
202303,정기권,01717,1717. 시립창동운동장 입구,2,68.99,0.81,3484.36,21,79
202303,정기권,01720,1720. 도봉구청 옆(중랑천변),12,1220.34,7.45,32100.52,131,80
202303,정기권,01721,1721. 창동역 2번출구 ,38,1718.10,17.71,76479.97,588,81
202303,정기권,01842,1842. 한울중학교,6,302.01,2.71,12139.06,105,83
202303,정기권,01843,1843. 독산고등학교,1,76.44,0.69,2969.53,15,84
202303,정기권,02060,2060. 남성역3번출구 뒤,1,120.85,1.18,5086.46,26,85
202303,정기권,02271,2271. 내방역 8번출구 앞,6,113.98,1.17,5087.56,49,86
202303,정기권,02272,2272. 교대입구 교차로,1,200.46,1.32,5687.90,40,87
202303,정기권,02276,2276. 영동1교 (양재천근린공원),1,40.27,0.48,2075.40,11,88
202303,정기권,02362,2362. 신사동 가로수길 입구,3,309.77,2.90,12520.12,68,89
202303,정기권,02369,2369. KT선릉타워,2,6.55,0.64,2756.49,24,90
202303,정기권,02371,2371. 한국우편사업진흥원,1,141.23,1.31,5661.05,43,92
202303,정기권,02372,2372. 대치역 사거리,3,206.51,2.18,9400.61,59,93
202303,정기권,02375,2375. 수서역 1번출구 앞,1,95.75,0.86,3720.00,18,94
202303,정기권,02377,2377. 수서역 5번출구,6,286.91,1.89,8140.91,98,95
202303,정기권,03102,3102. 연희삼거리,2,81.69,0.75,3255.31,27,96
202303,정기권,03506,3506. 영동대교 북단,1,56.63,0.51,2200.00,14,97
202303,정기권,03507,3507. 어린이회관,5,252.32,2.15,9292.16,92,98
202303,정기권,03508,3508. 화양사거리,2,72.59,0.65,2820.00,24,99
